,text,author,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
1314,I tried buying LTC using banxa but it's saying my card has a problem and this is the same I have been using to buy crypto,773797737,,,,,,,,,,,,,,,
1315,"♻️  Trade Anywhere - Fully compatible with mulitiple devices 
📱iOS, Android             🖥Mac & Windows
 https://www.okex.com/download
 Download & start your trading anytime & anywhere you like.",773797737,,,,,,,,,,,,,,,
1316,"With the Development of Blockchain Technology, An Infinite Number of Blockchain Projects Have Appeared on the market.  But People Prefer / Will Accept Projects That Have Real Use Cases.  Can You Tell US About The Real Use Of Your Project Or The Solutions That Contribute To It?",773797737,,,,,,,,,,,,,,,
1317,"As I know, a strong community is very important to any project. Is your project going to be a local or global project? What strategy will be used to expand the community?",773797737,,,,,,,,,,,,,,,
1318,What is the most ambitious goal of the project? I would appreciate it if you could share with us any upcoming updates? What should the community look for?,773797737,,,,,,,,,,,,,,,
1319,"Can you give an overview of LMCH tokenomics? Will the design of the token rise and fall with the success of the platform, does it include any scarce paths, such as equity, storage or burning?",773797737,,,,,,,,,,,,,,,
1320,"📣OKEx Unified Account AMA📣

🏵Join us on Thursday to understand more about our latest Unified Account with OKEx Director of Financial Market, Lennix.

🗓21 Jan, 13:00UTC Thursday

Register and submit your questions here now for a chance to be FEATURED and receive a USDT10 Rebate Card REWARD !",773797737,,,,,,,,,,,,,,,
1321,"♈Now  a lot of Many fake defi projects promising insanely high APR, but ended up pull liquidity or minting, how does your project respond to this case ? Explain the reasons why we should invest in your project because we know you're a team without a name?",773797737,,,,,,,,,,,,,,,
1322,"✳All project's coins/token have their main Utilities & real-life use! So, Can you tell us what the main role of your coin/token is in your ecosystem? Explain its Utilities & Real-Life use cases? and Why should i invest in your project for the long term?",773797737,,,,,,,,,,,,,,,
1323,"the price was 0.21, when it was known about the airdrop it went up to 0.80 therefore the rise was by the airdrop when the airdrop is delivered, all those who made the price overvalue will leave xrp causing its price to fall again",773797737,,,,,,,,,,,,,,,
1324,"I want to support your project, Tell us more about the Ambassador Program and in what ways can we participate ?",773797737,,,,,,,,,,,,,,,
1325,"#AMA 🗣: Our CEO @JayHao8
Will be sharing his insights on the newly designed #blockchain protocol - #OKExChain 
Date : Jan 15 2021 
Time : 12pm (UTC)",773797737,,,,,,,,,,,,,,,
1326,✨Where did you get the inspiration for this unique  project idea? And what influence will we have on the crypto industry due to the   project?,773797737,,,,,,,,,,,,,,,
1327,"‼️Dear users, Please be informed that due to high volume on verification applications it is taking longer time to process it, our team are working hard to validate as soon as we can. ‼️

Verification validation may take 2-3 working days and if your verification is pending for more than 3 working days kindly contact support by creating a support ticket or email support@okex.com . Your verification will be validated soon. 

We apologize for the inconvenience this may caused. 
Thank you for your patience. 🙏",773797737,,,,,,,,,,,,,,,
1328,"Q:Which area are you focusing on at the moment? (DeFi, Stake,Dapps..) and what is your goals in this year ?",773797737,,,,,,,,,,,,,,,
1329,"Token burn” is beneficial for any project, in being able to control the number of token circulation and to provide greater incentives to investors. Does your great project have a plan about token burn?",773797737,,,,,,,,,,,,,,,
1330,"Users can participate in protocol tracking and management, staking, best-rate asset swapping etc, these all are provided by other platform too, what different you do ?",773797737,,,,,,,,,,,,,,,
1331,"Hello Mr @Lord_beerus_samma my question is: 

FRONT has a big volume considering it's a new project and not even on the 300 ranking, how much do u think it will impact the recent listing on wazirx in terms of  putting frontier on the eys of the audience?",773797737,,,,,,,,,,,,,,,
1332,"☎️ Join the OKEx Community: https://www.okex.com/community
🌏OKEx Official Groups
🇬🇧English: @OKExOfficial_English 
🇨🇳 中文: @OKExGroup_Chinese
🇹🇷 Türkiye: @okexofficial_tr   
🇰🇷한국: @OKExKorean           
🇹🇭 ไทย: @okexofficial_th
🇷🇺Russian: @okexofficial_ru                         
🇮🇳 Indian: @okexofficial_in            
🇵🇭 Filipino: @okexofficial_ph                        
🇮🇩 Indonesian: @okexofficial_id   
🇻🇳 Tiếng việt: @OKExPromotionGroup
🔰API: @OKExAPI  

📢OKEx Official Channel
💟OKEx Announcements: @OKExAnnouncements
📊OKEx Insights: @OKEx_Insights
💌OKEx Instagram: @okex_exchange
🗞OKEx Twitter: https://twitter.com/OKEx",773797737,,,,,,,,,,,,,,,
1333,"Hi Mrcgp, Don't forget to check if your Community point registered or not. We will enter the points you get from Link it soon🥳",773797737,,,,,,,,,,,,,,,
1334,"Security is also the focus of the users' great interest. In terms of fund security, what kind of work has the ""All in One"" Wallet, LATAM CASH done to ensure the security of users' funds?",773797737,,,,,,,,,,,,,,,
1335,"🔥Group Campaigns🔥

☄️ Unified Account Elite Competition
💰 260,000 USDT prize pool
⏰ Dec 14 - Jan 6
🔗 https://www.okex.com/team-trade/contest/2328

Discover 2️⃣0️⃣2️⃣1️⃣ with #OKEx
✅ TRADE or DEPOSIT to enter Lucky Draw
💰Cash Reward + Rebate Card + Redeemable Community Points
⏰ 00:00 Dec 28 - 23:59 Jan 4 (UTC)
➡️ Try My Luck Now 

‼️ Predict the price of OKB @ 10:00 Dec 31 
💰10 closest predictions to share $100 prize pool
⏰ Submit before  00:00 Dec 31 
➡️ Register

💥Deposit & Trade 1INCH to Share 30,000 USDT!
⏰00:00 Dec.25, 2020 - 00:00, Jan 4, 2021
➡️ Click to join

📈TRADE RIO to share 50,000 USDT 💰Pool
➡️ Wait no more, Join Now! 🥳

🧧Deposit & Trade LON to share 40,000 USDT 
⏰ 23 Dec 2020 (00:30 UTC) – 1 Jan 2021 (06:00 UTC)
➡️ Wait no further, join now!

*All time stated are in UTC",773797737,,,,,,,,,,,,,,,
1336,Q. Community support is one of the biggest aspects of a project’s success. Most projects have programs that interact with their users. Does you have any special plans to attract and expand the community and improve the user experience?,773797737,,,,,,,,,,,,,,,
1337,"Thanks for this AMA @Lord_beerus_samma

Could you explain more about  #Frontier Governance Chain, Ecosystem, about Frontier team and the Staking facilities in #Frontier?",773797737,,,,,,,,,,,,,,,
1338,"❗️ Important Reminder ❗️ #rule

✅Our community is for constructive and positive discussions. 
❌Admins will NOT take the initiative to message you privately to solve problems.
❌Don’t share confidential personal information in private chats, and don't make transactions of any kind at all.
❗️ Be cautious of anyone who claims to be an admin.
❗️ Should you have any inquiries, please contact our online admins.

If you need any support regarding account, deposit& withdrawal issues, please contact our customer support via following channels:

1⃣Contact Customer Support HERE
2⃣Email support@okex.com💌
3⃣OKEx Announcements 
4⃣Sign up for an OKEx Account Here 

📲 Download App via Android / IOS 

📌Notice: Advertisement, spam, verbal abuse, threats, personal attacks or pornographic images will not be tolerated. Please avoid maliciously spread of FUD related to OKEx and other projects. Admins have absolute authority to moderate messages and users when there is a violation of the above rules.

💙Best regards, OKEx Telegram Team 💙",773797737,,,,,,,,,,,,,,,
1339,🌄Do you have a plan to attract non-crypto investors for your project and how? What actions to raise awareness about you  in the non-crypto space especially for new users?,773797737,,,,,,,,,,,,,,,
1340,"Imtoken is Wallet Legend, so
How do you users Tokenlon when lending  on Tokenlon Network ? what happens in a situation whereby borrowed funds are not being able to be refunded?
Thanks you",773797737,,,,,,,,,,,,,,,
1341,Apprently if you held cover before the exploit then they will be air dropping a new token. That was the last plan anyway but not looked recently!,773797737,,,,,,,,,,,,,,,
1342,"1️⃣If you're looking for assistance with your account, then please submit a request. https://www.okex.com/account/support
2️⃣Alternatively, you can initiate a live chat session with the Support team through the chat icon that you'll find at the upper right corner of the okex.com website or contact customer service via support@okex.com.
3️⃣If you're looking for quality content that will help you to understand blockchain and cryptocurrencies, please visit OKEx Academy.(https://www.okex.com/academy/en)",773797737,,,,,,,,,,,,,,,
1343,"Could you give us an overview of the tokenomics? Is the token designed to rise and fall with the success of the platform, and does it include any scarcity paths such as stake, store, or burn?",773797737,,,,,,,,,,,,,,,
1344,Q. Do the token holders have right to participate in the governance of the project? On what kind of decisions can they vote on about the project?,773797737,,,,,,,,,,,,,,,
1345,"Hello Mr @Lord_beerus_samma my question is: 

 What are the Recent Major Achievements of #FrontierDotXYZ  Project and also what are the Future Plans for Project's Growth & Developments?",773797737,,,,,,,,,,,,,,,
1346,"Applicable to: Trading fees for OKEx spot, margin, futures, perpetual swap, and options trading.
How it works: The rebate card will be activated once received. The rebates are settled in USDT and automatically credited to your Funding account daily. When the rebbate card expires or the rebate amount reaches the limit, the rebate card will become invalid.",773797737,,,,,,,,,,,,,,,
1347,Where does the project name come from? What does it mean for you and why did you choose that name for your project?,773797737,,,,,,,,,,,,,,,
1348,Almost every investor is interested in large Defi projects as it delivers high returns and is fast. For what reasons can   convince small and large investors to trust and invest in your project?,773797737,,,,,,,,,,,,,,,
1349,"What are some of the major achievements that Your Project has achieved and what milestones are planned ahead in the next 6 months, 1 year and 5 years?",773797737,,,,,,,,,,,,,,,
1350,"What is the team's orientation and development plan for 2020 in the Defi region, why do you think Defi, this immature term, has a future? What results do you expect to achieve?",773797737,,,,,,,,,,,,,,,
1351,"Although ETH 2.0 is delayed to next year, but it will solve all exist problem of ETH and become the best choise for dApps in future, so do you think this is a threat for your project and how could you overcome this barrier??",773797737,,,,,,,,,,,,,,,
1352,What is the Market Strategy of LATAM CASH to get mass adaption by million of users or investor outside crypto space???,773797737,,,,,,,,,,,,,,,
1353,What is difficulities and chances that You face right now while crypto/blockchain market is still young and need time to grow?,773797737,,,,,,,,,,,,,,,
1354,Q:Where does the project name come from? What does it mean for you and why did you choose that name for your project?,773797737,,,,,,,,,,,,,,,
1355,"What is the structure of the company LATAM CASH (LMCH), is it a decentralised, open sourced protocol where everybody can contribute? If so, how does the governance plan on being handled?",773797737,,,,,,,,,,,,,,,
1356,What are the memorable milestones and outstanding achievements you have made in the development process?,773797737,,,,,,,,,,,,,,,
1357,"Please do check with the correct username under the admin list in OKEx community 
Do not believe the fake admin that trying to impersonate us 
****Admin will not pm user first ****
Thank you",773797737,,,,,,,,,,,,,,,
1358,"1️⃣If you're looking for assistance with your account, then please submit a request. https://www.okex.com/account/support
2️⃣Alternatively, you can initiate a live chat session with the Support team through the chat icon that you'll find at the upper right corner of the okex.com website or contact customer service via support@okex.com.
3️⃣If you're looking for quality content that will help you to understand blockchain and cryptocurrencies, please visit OKEx Academy.(https://www.okex.com/academy/en)",773797737,,,,,,,,,,,,,,,
1359,"Can you share with us some of the unique features of Lending & Borrowing services? As I know, some lending platforms often use AI to calculate users’ credit scores, I think it’s great, do you have plans to build mechanisms like this?",773797737,,,,,,,,,,,,,,,
1360,"What is the structure of the company LATAM CASH (LMCH), is it a decentralised, open sourced protocol where everybody can contribute? If so, how does the governance plan on being handled?",773797737,,,,,,,,,,,,,,,
1361,What is the GAP you are addressing in the market? What is the opportunity you are exploring? What is the problem you are trying to solve?,773797737,,,,,,,,,,,,,,,
1362,"As your tean says that ""Fontier Wallet will tie in all of our wallets into one integrated view with the concept of wallet composability to DeFi"",will it be more secure for us than using multiple wallets and addresses?",773797737,,,,,,,,,,,,,,,
1363,"Please be informed that due to high volume on verification applications it is taking longer time to process it, 
our team are working hard to validate as soon as we can. Verification validation may take 2-3 days and if your verification is pending for more than 3 working days kindly contact support by creating a support ticket or email support@okex.com . Your verification will be validated soon. 
We apologize for the inconvenience this may caused and Thank you for your patience. 🙏",773797737,,,,,,,,,,,,,,,
1364,"In the world cryptocurrency competition, features are of the utmost importance to attract investors and the community! Can you provide a list of killer features that scare your competitors over your project?",773797737,,,,,,,,,,,,,,,
1365,Do you plan to build partnerships with local cryptocurrency developers and local project in each country to make the use of the token more global?,773797737,,,,,,,,,,,,,,,
1366,"It is undeniable that Okex is one of the very reputable exchanges and customer care service because of the dedication of the Okex team. So how do you comment about Okex and its most outstanding features compared to other exchanges?
It is undeniable that Okex is one of the very reputable exchanges and customer care service because of the dedication of the Okex team. So how do you comment about Okex and its most outstanding features compared to other exchanges?",773797737,,,,,,,,,,,,,,,
1367,what is the real essence of your project? problems in cryptocurrency or making new investments that haven't been there before?,773797737,,,,,,,,,,,,,,,
1368,Who is your competition? How does this project stay competitive while remaining profitable? What problems do you solve that other projects don't?,773797737,,,,,,,,,,,,,,,
1369,"@BelleOKEx  why is CHL no longer on the Okex exchange, I have alot of CHL I would love to mk use of, can it be added back on Okex exchange. Pls",773797737,,,,,,,,,,,,,,,
1370,What do you think about the market in Asia and what are you doing to invite traders in Asia to join your project,773797737,,,,,,,,,,,,,,,
1371,What's the greatest technical glitch does the development of FRONTIER App faced and how do you manage to solve it?,773797737,,,,,,,,,,,,,,,
1372,"Hello Mr @Lord_beerus_samma my question is:

BSC is very trendy these days, does FRONT have any plans to building in BSC?",773797737,,,,,,,,,,,,,,,
1373,"🎉Q.Smart contracts are vulnerable to bugs, and even recently three big new DeFi projects were victims of this, costing users funds. How efficient and secured is your smart contract, and did you ever audit it via any external party?",773797737,,,,,,,,,,,,,,,
1374,Southeast Asia is a very vibrant market and many project developed here so with your project what do you think about Southeast Asia and do you have any plan to develop here?,773797737,,,,,,,,,,,,,,,
1375,"Q. What is the structure of this project  , is it decentralised or a open sourced protocol where everybody can contribute? If so, how does the governance plan on being handled?",773797737,,,,,,,,,,,,,,,
1376,"Polkadot Ecosystem Carnival

🔥 Join to share $100,000 USDT Prize

🕰Promotion period: 13 Jan 2021, 0200 - 30 January 2021, 0200 (UTC)

🏵Deposit & Trade $DOT or $KSM to Share 100,000 USDT!

👉 How to participate? 
   1. Join  OKEx Global English
   2. Fill up the form.
   3. Participant register here.

⁉️No Account yet?  Sign up here with $80 rewards",773797737,,,,,,,,,,,,,,,
1377,"How is FRONTIER development going? Can you describe in detail current development efforts, market expansion plans, expected applications, and when will they become  commercially available?",773797737,,,,,,,,,,,,,,,
1378,"💥OKEx Unified Account Event Quiz💥

✔Complete QUIZ here 
🏆 10 x 20 Community Points ➕10 x 5 USDT Rebate Card

Prizes will be randomly distributed to winners of quiz.",773797737,,,,,,,,,,,,,,,
1379,What is the value that the #Frontier project brings to humanity under the risk of an economic crisis and the influence of Covid-19 pandemic as now? What challenges is #Frontier team facing?,773797737,,,,,,,,,,,,,,,
1380,What do you think is the critical problem you faced in the blockchain industry today and why do we need a DeFi or NFT solution on the blockchain?,773797737,,,,,,,,,,,,,,,
1381,What do you think about solving issues that the DeFi ecosystem still can’t solve? and why this is the problem important?,773797737,,,,,,,,,,,,,,,
1382,"Hi Lucas

What is the advantage of UX optimization for mobile decentralized change?

What does UX add to decentralized change?",773797737,,,,,,,,,,,,,,,
1383,"Why do you choose to build LMCH Token on ERC20 instead of other blockchain such as BEP2, TRC20...or your own chain while ERC20 platform is LESS scalable and very slow ?",773797737,,,,,,,,,,,,,,,
1384,Overall market has been very bad and this also impacted LATAM CASH price during the last 2 years bear market. You cannot be very active due to ongoing domestic regulations but it would be very helpful to understand your sentiment for next year market in general and especially LATAM CASH and updates regarding upcoming regulations been developed within your country and how this might impact LATAM CASH positively in 2020?,773797737,,,,,,,,,,,,,,,
1385,"Too many projects promise magic but never release any working product or prove any revenue, Within a short/long time of release. Is your project also like this? If not can you tell us, What makes your $FRONT different from other projects?
@Lord_beerus_samma",773797737,,,,,,,,,,,,,,,
1386,"OKEx Unified Account Event Quiz

Complete QUIZ here 

Learn about Unified Account Feature and fill the quiz to win prizes:
10 x 20 Community Points
10 x 5 USDT Rebate Card

Prizes will be randomly distributed to winners of quiz.",773797737,,,,,,,,,,,,,,,
1387,Currently most investors only care about profits at the moment but ignore the long-term benefits. So can you give them some advice why they should buy and hold this token/coin in the long term??,773797737,,,,,,,,,,,,,,,
1388,"Hello Mr @alexpark2020 ,KMON, one of the various Defi services provided by Latam Cash. KMON is an avatar character service based on NFT and it is a service for Latam Cash users all over the world. How can we generate rewards with these NFTs, is there a staking within the Latamcash wallet, how much interest rate does it generate daily?",773797737,,,,,,,,,,,,,,,
1389,"who ? please do not believe or reply to any out there when they first pm you 
****Admin will not pm user first ****",773797737,,,,,,,,,,,,,,,
1390,"As e gaming is muli billion business with all well established companies, so do you guys have any experience in egaming?
CAN you share your team and partners?",773797737,,,,,,,,,,,,,,,
1391,"Hi,there, kindly raise a ticket under your account to check further with our cusotmer support, thanks
https://www.okex.com/account/support",773797737,,,,,,,,,,,,,,,
1392,"Kindly wait 24 hours, and after 24hrs if not received yet may contact our support at support@okex.com or create ticket. Thank you",773797737,,,,,,,,,,,,,,,
1393,"For using tokenlon, need kyc?? Can i use in Trust wallet or metamask in tokenlon?? Which wallet are support tokenlop???
@lucashuang",773797737,,,,,,,,,,,,,,,
1394,"❗️ Important Reminder ❗️ #rule

✅Our community is for constructive and positive discussions. 
❌Admins will NOT take the initiative to message you privately to solve problems.
❌Don’t share confidential personal information in private chats, and don't make transactions of any kind at all.
❗️ Be cautious of anyone who claims to be an admin.
❗️ Should you have any inquiries, please contact our online admins.

If you need any support regarding account, deposit& withdrawal issues, please contact our customer support via following channels:

1⃣Contact Customer Support HERE
2⃣Email support@okex.com💌
3⃣OKEx Announcements 
4⃣Sign up for an OKEx Account Here 

📲 Download App via Android / IOS 

📌Notice: Advertisement, spam, verbal abuse, threats, personal attacks or pornographic images will not be tolerated. Please avoid maliciously spread of FUD related to OKEx and other projects. Admins have absolute authority to moderate messages and users when there is a violation of the above rules.

💙Best regards, OKEx Telegram Team 💙",773797737,,,,,,,,,,,,,,,
1395,"Which markets your project focusing now (asian, africa...) ? And do you have plan bring your project to other markets?",773797737,,,,,,,,,,,,,,,
1396,⛔Please share with us what do you think about the real philosophy behind DeFi?Where Do You See This Revolution After 4 or 5 years?,773797737,,,,,,,,,,,,,,,
1397,"As a community driven project, how can I contribute my quota to your success? Do you have a Global ambassadorial Program or Referral Reward System? Do I get any benefits from holding $FRONT token in the long term?",773797737,,,,,,,,,,,,,,,
1398,One of the biggest issues for dapps is onboarding. What solutions do you have or the  team found for try to resolve this problem?,773797737,,,,,,,,,,,,,,,
1399,"Imtoken is Wallet Legend, so
How do you users Tokenlon when lending  on Tokenlon Network ? what happens in a situation whereby borrowed funds are not being able to be refunded?
Thanks you",773797737,,,,,,,,,,,,,,,
1400,"At its core, Frontier is an aggregator. Are you not afraid that 1inch will release a similar application and Frontier will not be in demand or is it not possible?",773797737,,,,,,,,,,,,,,,
1401,"So, do you have any plan for burning tokens in the future to reduce the supply of the token and increase its investment attractiveness?",773797737,,,,,,,,,,,,,,,
1402,"Tell us about your plans for 2020, what are you currently working on, and are you going to expand the list of big exchanges?",773797737,,,,,,,,,,,,,,,
1403,"Token burning is beneficial for any project, as it controls the amount of token circulation and provides greater incentives to investors. Does your great $LON project have plans for burning tokens in the future? and what is the method of burning it ?? Thank you",773797737,,,,,,,,,,,,,,,
1404,"Investors need quality, long-term projects. Can $LMCH tell everyone the 3 strongest points of the project so that investors can trust in the long-term project? Are the top 10 on CMC in the plans of LMCH in 2021?",773797737,,,,,,,,,,,,,,,
1405,"Could you explain, Why LatamCash Project is working on Ethereum Blockchain rather than any other Scalable Blockchain? 

Do you have any plans for Shifting on other Blocckhain or Creating your Own Blockchain?",773797737,,,,,,,,,,,,,,,
1406,"OKEx Unified Account Event Quiz

Complete QUIZ here 

Learn about Unified Account Feature and fill the quiz to win prizes:
10 x 20 Community Points
10 x 5 USDT Rebate Card

Prizes will be randomly distributed to winners of quiz.",773797737,,,,,,,,,,,,,,,
1407,"I was able to replicate to this issue. No issues found from that section.  Could you try refresh and try again. If you still have a trouble completing the mission, could you take video and send it to us to check on it. Otherwise, you may try to logout, clear cache and data. Try it with different website, see if that helps.",773797737,,,,,,,,,,,,,,,
1408,"Can you give us an overview of LON token economics? Is the token designed to rise and fall with the success of the platform, and does it include any scarcity paths such as stake, store, or burn?",773797737,,,,,,,,,,,,,,,
1409,"🔥OKEx 101 New User Tutorials Season 5 
📚Redefine your Trading and Earning Experience with OKEx 📚

🗓 20, 22, 25, 27, 29 Jan, 13:00
✅ Step-by-step guide to learn more about OKEx Unified Account, Earn Free Bitcoin and more
✅ Take quizzes to share a 2500 USDT 🎁 Pool
👉 More Info

1. Register here
2. Mark it in your schedule and join our session here!",773797737,,,,,,,,,,,,,,,
1410,"As a community driven project, how can I contribute my quota to your success? Do you have a Global ambassadorial Program or Referral Reward System? Do I get any benefits from holding $FRONT token in the long term?",773797737,,,,,,,,,,,,,,,
1411,"Sign up & Trade: https://www.okex.com/academy/en/start-trading-cryptocurrency-on-okex?channelFlag=ACEAP4502833
OKEx 101 New User Tutorial database:  https://telegra.ph/OKEx-101-New-User-Tutorial-10-12",773797737,,,,,,,,,,,,,,,
1412,"On other platforms, users are constantly clamoring forimprovements without being heard. How does LON deliver power to the players over the project and development within it?",773797737,,,,,,,,,,,,,,,
1413,"@Lord_beerus_samma Greetings!
Could you explain more about #Frontier chain testnet, #Frontier chain mainnet and Decentralized Key management system?",773797737,,,,,,,,,,,,,,,
1414,"@Lord_beerus_samma Greetings!
Could you explain more about #Frontier chain testnet, #Frontier chain mainnet and Decentralized Key management system?",773797737,,,,,,,,,,,,,,,
1415,"About the tokenomics? Could you give us an overview of the tokenomics? Is the token designed to rise and fall with the success of the platform? And does it include any scarcity paths such as stake, store, or burn?",773797737,,,,,,,,,,,,,,,
1416,"✨Where is this project supposed to start? Once the devices are built, will they be expensive, or a demand of the needed population?",773797737,,,,,,,,,,,,,,,
1417,"Truly, you've done AMA in many telegram groups, so what next, what other way will you make your project more popular?",773797737,,,,,,,,,,,,,,,
1418,I saw many people said that NFTs are the next ‘Trend’. I also saw some use-cases of NFTs in crypto space. How do you think about the evolution of NFTs in crypto space and the real world?,773797737,,,,,,,,,,,,,,,
1419,"Q. Although ETH 2.0 is delayed to next year, but it will solve all exist problem of ETH and become the best choise for dApps in future, so do you think this is a threat for your project and how could you overcome this barrier?",773797737,,,,,,,,,,,,,,,
1420,That means backed by some one best like bnsd is defi and back by Indian cex so it's not chance of rugpull,773797737,,,,,,,,,,,,,,,
1421,"Vast majority of Crypto projects are built just for the sole purpose of amassing wealth for themselves. So, I want to know the value you aim to add to crypto industry that will bring greater abundance to the industry??",773797737,,,,,,,,,,,,,,,
1422,"What is the team's orientation and development plan for 2020 in the Defi region, why do you think Defi, this immature term, has a future? What results do you expect to achieve?",773797737,,,,,,,,,,,,,,,
1423,"-  The $OM V2 is about to come out, can you explain us what modifications will be in this token? Will it be necessary to make a swap for the token holders in V1? Is it a smart contract change?

-  What is your motivation for being a Mantra DAO Council Member? What are your functions within the ecosystem and do you plan to apply for the next period as a Council?",773797737,,,,,,,,,,,,,,,
1424,"♻️  Trade Anywhere - Fully compatible with mulitiple devices 
📱iOS, Android             🖥Mac & Windows
 https://www.okex.com/download
 Download & start your trading anytime & anywhere you like.",773797737,,,,,,,,,,,,,,,
1425,It is undeniable that Okex is one of the very reputable exchanges and customer care service because of the dedication of the Okex team. So how do you comment about Okex and its most outstanding features compared to other exchanges?,773797737,,,,,,,,,,,,,,,
1426,"🧧Deposit & Trade LON to share 40,000 USDT 🧧

🗓 23 Dec 2020 (00:30 UTC) – 1 Jan 2021 (06:00 UTC)

✅ 40,000 USDT Pool
✅ New token listed

➡️ Wait no further, join now!",773797737,,,,,,,,,,,,,,,
1427,"Predict what will XRP do this Saturday on following FORM:
https://docs.google.com/forms/d/e/1FAIpQLSfmV2mu-onC4Pw1-nWwNE8Jq8bH-pB842WIyO6lWUYGuNY35A/viewform

Timeleft to predict for XRP and also release time of Sunday Token in : 2 hour(s), 48 minute(s)",773797737,,,,,,,,,,,,,,,
1428,I used to trade btc pairs but decided it wasn't worth risking any just trade alts and convert profits to btc and send it to cold storage. Life is more simple that way 😂,773797737,,,,,,,,,,,,,,,
1429,"🎁Countdown to Holiday Season Special - Join ALL or ANY activity

🏆$5,500 Prize Pool 
⏰ 5 Days ONLY  00:00 Dec 21 - 23:59 Dec 25 (UTC)  

✅ RT & @3 friends before Dec 21 (UTC ) to share $200. Submit your RT here. 
✅ Register now
✅ More info",773797737,,,,,,,,,,,,,,,
1430,"Mod help, I think my bch fund that I withdraw from okex to my wallet is lost. My wallet only has bchn and I use the bch from okex because there are only bch and bcha.",773797737,,,,,,,,,,,,,,,
1431,What is LON fairness and transparency? What technology of LON helps ensure fairness and transparency for users?,773797737,,,,,,,,,,,,,,,
1432,"I am new and first time about Frontier, can you explain what kind of service that Frontier provide and other platform don't!?",773797737,,,,,,,,,,,,,,,
1433,"Q:Which area are you focusing on at the moment? (DeFi, Stake,Dapps..) and what is your goals in this year ?",773797737,,,,,,,,,,,,,,,
1434,"Are you planning to promote your project in different countries, where English is not good? Do you have a local community for them to better understand your project?",773797737,,,,,,,,,,,,,,,
1435,"Token burn” is beneficial for any project, in being able to control the number of token circulation and to provide greater incentives to investors. Does your great project have a plan about token burn?",773797737,,,,,,,,,,,,,,,
1436,Hello @Ericwrt Welcome! Happy New Year. Check our pinned message and feel free to join our ongoing campaigns and chat with the rest of the users.,773797737,,,,,,,,,,,,,,,
1437,"Are you planning to promote your project in different countries, where English is not good? Do you have a local community for them to better understand your project?",773797737,,,,,,,,,,,,,,,
1438,"Sign up & Trade: https://www.okex.com/academy/en/start-trading-cryptocurrency-on-okex?channelFlag=ACEAP4502833
OKEx 101 New User Tutorial database:  https://telegra.ph/OKEx-101-New-User-Tutorial-10-12",773797737,,,,,,,,,,,,,,,
1439,"1. As a community based project, how can I donate my quota for your success? Do you have a Global Ambassador Program or a Referral Rewards System?
Thanks


2. DeFi is one of the hottest topics in the blockchain field. Can you share your opinion about DeFi with us?
 Do you think DeFi will destroy the existing financial system?
 What's your project Approach towards DeFi?",773797737,,,,,,,,,,,,,,,
1440,Currently most investors only care about profits at the moment but ignore the long-term benefits. So can you give them some advice why they should buy and hold this token/coin in the long term?,773797737,,,,,,,,,,,,,,,
1441,"Trust and security is very important in any business , what makes investors , customer and users safe secure when working with Tokenlon?",773797737,,,,,,,,,,,,,,,
1442,What kind of education does LATAM CASH convey so that users have more trust??  The more so about security,773797737,,,,,,,,,,,,,,,
1443,"1️⃣If you're looking for assistance with your account, then please submit a request. https://www.okex.com/account/support
2️⃣Alternatively, you can initiate a live chat session with the Support team through the chat icon that you'll find at the upper right corner of the okex.com website or contact customer service via support@okex.com.
3️⃣If you're looking for quality content that will help you to understand blockchain and cryptocurrencies, please visit OKEx Academy.(https://www.okex.com/academy/en)",773797737,,,,,,,,,,,,,,,
1444,"📣 Trooper, assemble! We want you!

👉OKEx Trooper 🇷🇺🇹🇷🇰🇷 🌏👈

❤️ Passion about cryptocurrency and blockchain
❤️ Full of curiosity and desire to learn

➡️Join our OKEx Trooper. For more information: https://forms.gle/KPo5BuyJt5atkkNZA",773797737,,,,,,,,,,,,,,,
1445,"OKEx Daily News Report 11.12.2020

📨 OKEx COMPANY UPDATES
THETA Hard Fork: Depositing and Withdrawal Resumption

📈 MARKETS & PRICE 📉
Top Tokens              Latest price        24H Change
BTC                              $17,654.60              -3.29% 
ETH                                 $538.37                 -3.53% 
OKB                                  $5.42                    +2.95% 

Top 3 Altcoins          Latest price        24H Change 
NU                                   $0.23                   +44.49% 
SNC                                  $0.04                   +22.94%
YOYO                               $0.02                    +16.35%  

➡️ LIVE MARKET UPDATES ⬅️

🔗 CRYPTO INDUSTRY NEWS
MetaMask wants institutions to wade into DeFi with new enterprise version

🎉 COMMUNITY EVENTS 
Check all community events ongoing

🎓 OKEX INSIGHTS
Cryptocurrency trading guide for beginners
Retail traders chased Bitcoin’s latest rally to new ATH while whales took profits",773797737,,,,,,,,,,,,,,,
1446,"I am a professional vulnerability finder on the web, do you think Your system is secure enough from hackers? Does your project have a program that rewards individual vulnerability detection of the system?",773797737,,,,,,,,,,,,,,,
